"id","area_mean","linear_mean"
"Extra7_lower_DBH",0.351752135392448,0.29375
"Extra7_lower_S",0.350163290402935,0.24005376344086
"Extra8_lower_DBH",0.133300493426544,0.0906976744186049
"Golden1_upper_DBH",0.063650901789236,0.086826347305389
"Golden1_upper_S",0.081581660485764,0.130167597765363
"Loph1_lower_DBH",0.204635892543983,0.135887096774194
"Loph1_lower_S",0.190066458910831,0.12759336099585
"Loph2_upper_A",0.230244135802469,0.179722222222222
"Loph2_upper_DBH",0.120778670360111,0.070263157894737
"Loph2_upper_S",0.241399748324108,0.161139896373057
"LophX_upper_DBH",0.1920438957476,0.129347826086956
"Planch1_lower_A",0.207205960175832,0.0999999999999999
"Planch1_lower_DBH",0.29162399460683,0.1875
"Planch1_lower_S",0.127500883701752,0.146176470588235
"Planch2_lower_A",0.050896395884769,0.026829268292683
"Planch2_lower_DBH",0.0559240321402485,0.0297297297297297
"Planch2_lower_S",0.209484966692862,0.1925
"Planch3_lower_DBH",0.422524385122394,0.299545454545455
"Planch4_lower_DBH",0.191379857294418,0.0935643564356436
"Planch6_lower_DBH",0.234448442906574,0.18764705882353
"Tess1_lower_DBH",0.0551408163265305,0.0292857142857143
"Test_A",0.192750644570157,0.155
"Test_DBH",0.358433234775622,0.387727272727272
"Test_S",0.263945799219271,0.2198
"Tetra1_lower_DBH",0.413554338181854,0.330434782608696
